videoId,publishedAt,channelId,channelTitle,title,description,viewCount,likeCount,commentCount,favoriteCount,categoryId
H5HrkUDbwDw,2007-09-01T02:33:19Z,UCJ3Sn18M-ZqnqBdnFre-svA,100percentalbo,counter strike source got high,hahaha!,185,1,0,0,24
7Cg5FwQ_d8E,2007-09-30T12:41:26Z,UCDYNsfL7QuNkr7TJF0mmthw,cskmws,Counter-Strike 1.6 VideoCs,Go Go Go skaties,184,0,0,0,10
Ezpuh8UT-Z4,2007-09-30T04:18:27Z,UCkvMvFJMOqmzTCaNxOAxf5g,Th3PunIsh3rr,Counter-Strike:Source,Me recording my friends playing on my ddr pad !,181,0,0,0,24
t_tv7teiFqc,2007-09-14T10:13:20Z,UCo3XSrmOhKwN0ndRWRJsnaQ,Gouli42,CSS counter strike source,frags avec headshot deagle ....,177,1,0,0,24
jwMlJe6T38E,2007-09-16T20:15:02Z,UC7wTELPhwmnpTno8TWfH6ew,Irv0613,Counter Strike Source Montage,A Small Video Of My Counter Strike Exploits,174,0,1,0,24
yFLYYFPyVtc,2007-09-08T11:12:13Z,UCooH0EtW7NSMnyB4a326ImQ,Royz787,Counterstrike source scoutzknivez,well this is just me mucking around on css,174,1,0,0,24
VaP2a6EzsK8,2007-09-19T05:31:06Z,UCQ1deaJMrBx6aYBF-c2QumQ,scottskater27,counter strike source pawnage,few kills testing out new video camera,173,2,2,0,1
lPvcDhguXUA,2007-09-11T10:36:25Z,UCYNZTmfB71IhLFbuKvr9WGg,Sl4vt,Counter-Strike,alt,173,0,0,0,24
uxTDFYYxi4U,2007-09-29T07:37:19Z,UCWeeDSWl1_N-MCmTm_tTkSg,MYVYDEO,Counter-strike 1.6,...,173,0,0,0,24
brRxTUsBdzk,2007-09-29T10:46:24Z,UCRRHOOGTb8XX82Qk1EUUzBQ,n1n0v4,counter strike antiteamslim,izleyin bence,172,2,0,0,1
W75dgPqd9Xo,2008-01-12T18:07:42Z,UCJLd1zUnZ-GDUZNMrDtufbQ,Neelix1991,Counter-Strike TP_GaminG,Trailer of our Movie,153,2,0,0,1
ynLJVcnuoIw,2008-01-25T13:31:45Z,UCjTMz_1Jwgnlia7JmzRRbZA,XtreMe1984666,counter strike,esta es mi primera prueba de hacer un video de counter strike poko a poko ire subiendo mas para que opine la gente xDD,152,1,0,0,1
2ENkOewmuHE,2008-01-27T04:56:45Z,UCcPWQz2Qvnz2_VO73i86HMw,hamuraebe,Manco y Counter Strike,Anecdota de Walter en Big Camera,151,2,0,0,22
gO8vCAvHCW4,2008-01-15T02:11:37Z,UCBv6opEQ-Bvku81BvlAc0bg,hayjoe123,Counter Strike :source pK + LiTH,This is me and my friend lith owning in up... some of these clips were from lan and some from online play.,149,0,2,0,24
fK2L6k3TX-k,2008-01-16T15:21:17Z,UCYmreSF7_mDXZ5EftxDeRnQ,13Skragg13,Skragg^^2 - Counter Strike,2 Część filmu Skragg - Counter Strike.,149,3,0,0,1
kULalmSGjMY,2008-01-25T20:46:41Z,UCshMKXkp4sW8TfqywHRVlqQ,Micky867,Counter Strike ownage,Just a little video :P,149,2,0,0,24
k7hNYv02hkw,2008-01-24T14:42:00Z,UC8xsZkYdQZfs35BsQ0azUzQ,14mads14,Counter strike clip need clan,counter strike clip,148,0,0,0,24
UwjaKpclHJ8,2008-01-04T13:51:12Z,UCZWlr8K0fELmb8tkn1cPHPw,aurimas dambrauskas,counter-strike 1.6,counter-strike 1.6,147,1,0,0,1
iLZUhhQiW48,2008-01-14T12:13:55Z,UCPPuScd9RPY2OLEOFQHCiqQ,E4t3r,counter strike,"couter strike 1.6 video
das ist ein freund von mir der da spielt",145,3,0,0,1
WmDLJ8Aw_g4,2008-01-12T12:44:24Z,UCqYNvnKaxM5J4twJ1OSuuuw,Chekonnnn,Counter STRIKE,Bien ?,142,0,0,0,24
I4-ReowXE9o,2008-01-24T22:00:10Z,UC64jtIwBQiNxxNem2uSl5Jg,mattndsam,counter-strike:source,css movie random sounds and things,142,0,0,0,24
4VH7GEfKiEw,2008-01-27T11:16:33Z,UCI8lYiO8otY-bbpUKReG8Dg,Farukovski,Counter Strike frag Movie,Counter Strike Movie Counter-Strike,140,1,1,0,1
hWVT8ZyO4bc,2008-01-24T17:02:37Z,UCUMvfWFBvGFEHuIut4oSEqQ,rodabullen,Counter-Strike tOMME Gunround ace,ACE :),140,1,1,0,17
BRMU2E65emo,2008-01-15T20:40:22Z,UCUjnqM5apIQaNZQEjVQjntA,pelson28,Counter-Strike by [m8's -x- METTHz feat. me?],Filmik CS :],140,0,0,0,17
xzDFuuHCGMg,2008-01-17T15:17:13Z,UCfQ_LYKXkdy2VtI5bsmzI3w,MADNESSHUN,counter strike,me just playin,137,4,0,0,24
LDpYSmIYSgg,2008-01-11T12:25:53Z,UCPU21xixZTVlgs845pLpg_Q,Nicklas Berlin,Counter-Strike Najken-,"Movie, TEAM uB|Najken-",137,1,1,0,24
PLkNmoPOxfw,2008-01-23T19:03:57Z,UCabwvfZsT4eKb4y9ccht0Lg,sudokuUndSo,CoUnTeR-StRiKe,"das ist Aim_crazyjump
            und
         fy_simpsons

:-) viel spaß",136,0,0,0,24
_wjBYH-xpJo,2008-01-16T13:23:24Z,UCADhH73PVZYBrCi55Dzy_lA,styx910712,counter strike source -S[k]Y- clip,video de sky sur css,136,0,0,0,1
hnDrZaUrIFA,2008-01-31T19:16:29Z,UCbpBDqaEvwVOSP_ANvu7X_Q,Mu4Life32,Counter Strike Jok3r,Jok3r in action,134,0,1,0,17
w724qU_m3II,2008-01-16T18:35:21Z,UCDvGJp8eOR8ailwb8bw-PYQ,iamsupermaan,cs counter strike 1.6 skillss,wwohoow!!!,130,2,0,0,28
t-bKU43zoRc,2008-01-21T16:57:08Z,UCfocDKX7j7ogyf_ft2aHpqA,MineNaung,Counter Strike Gaming Movie,400kg,130,1,0,0,24
FqKkUNhYa0k,2008-01-05T19:26:19Z,UC5ozn1jKy5RIIijWn2gZxQg,New Code,Counter Strike,.,130,0,0,0,1
wv_TyRbElNw,2008-01-10T00:19:15Z,UCFNcATc_ixztuFBlen1gEEw,lilandrew36,counter strike,...,127,2,0,0,17
DiAG2jnCRAs,2008-01-04T15:48:39Z,UCGaUi1gsSaQjPDfKmRu9dRw,mabelms111,Counter Strike Serie invicta,videocs,126,1,1,0,24
r2sejof40O4,2008-01-13T00:02:53Z,UCTQIxcZAH68C06syqj8pnew,hasanCS,COUNTER STRIKE CBP,COUNTER STRIKE CBP,126,0,0,0,24
zH15dfDNGqI,2008-01-11T14:10:11Z,UCIAdk9reZ_0sF5QTgMc87eA,darkomix,Counter Strike 1.6 RSG,Jest to filmik oparty na grze counter strike 1.6 jest to mój drugi filmik. Oto pierwszy http://pl.youtube.com/watch?v=CWIlS9OkWCU,125,1,0,0,1
mhi_iVwjxqw,2008-01-17T15:41:59Z,UC0QhahxfNZx-qGSGbNd5BpA,makeTarish,CS Counterstrike MOVIE FRAGS,"CS Counterstrike MOVIE FRAGS
CS Counterstrike MOVIE FRAGS
CS Counterstrike MOVIE FRAGS",124,0,0,0,1
pmqJLwxh37I,2008-01-03T18:31:31Z,UCiN3S1n3al80FNX32UUrdcg,Mutschla,Counter-Strike:Source Bashvid,My fragmovie,123,1,1,0,24
WjlEXjQYfG4,2008-01-31T03:16:34Z,UCEmndqPrCgSupX2UEBr-Jxw,joaovictor23,Counter-Strike - ShandoWns|KilleR,Counter-Strike 1.6,122,1,0,0,24
mrhz6zwR-4M,2008-01-15T18:20:00Z,UCNk3HlaAhYxGSLWSTlJC2ew,mzpl,Counter Strike MZ,Multi Kill,121,1,0,0,24
KR5X5hL0x3A,2008-01-01T02:57:51Z,UC2nPaUcliHDgrA3ngYWu7cQ,Joperfect,My first Counter strike source vidéo (jonathan),"my first video counter strike source! 
leave comments ! fy_poolparty_v3 
i die often but nice kills :p",119,0,0,0,24
yd4KwPEcvlM,2008-01-26T15:45:55Z,UCDUksWpafQL7XNda67m8dQA,thelarkinclan,Half Life² & Counter Strike Source,"Me playing CSS and Half Life²
The Song is Children of Bodom : Children of Decadence.


Need a clan ? www.boas.fr/frenchwarrock",118,1,0,0,24
jNWwigbh8X4,2008-01-15T00:04:12Z,UCatUG8SLZbBn30KzriJfc7g,Joênio Moreira,Counter Strike Source,bY: Grilo,116,0,0,0,1
CZmiFxO6klo,2008-01-05T20:00:45Z,UCfT4lU_LZVUsl2FagRGvu5A,nuroloji,counter strike,iron booo,114,2,0,0,2
QkjWD0rn2Zs,2008-01-29T19:47:35Z,UCpTNMfICRPs25pHQ8w4AM6A,snore1333,Counter Strike 1.6,lol,113,0,0,0,19
-j76WYH_D3s,2008-01-06T18:32:39Z,UCqYNvnKaxM5J4twJ1OSuuuw,Chekonnnn,Counter STRIKE,...,113,0,0,0,24
dwbVuHKMprA,2008-01-02T19:56:25Z,UCKnCN8pTAHi1KOHHH6R4ntw,Mati9850,Counter Strike,oglądajcie to fajowskie z podkładem,112,2,1,0,27
ZMtU4BruOEw,2008-01-11T18:22:52Z,UCv_FsXr7OiDH4mJk7mC8hNg,fthmemis,Counter - Strike Kill Time !,Umarım Videoyu Beyenmişsinizdir ..,109,0,0,0,28
VbPs1z6KCNM,2008-01-08T22:07:30Z,UC8H8TeasyN81g5zPtMttQdA,rafalovik1,counter strike,rafas humilhando no counter,108,0,0,0,24
KC6TbPURor8,2008-01-28T18:04:06Z,UCAcsSfHz3VGwW5c6vfppGiw,rampagebenc23,Counter Strike -[rempédzs] gameplay,cs,104,1,0,0,17
-j1JOidXPfo,2008-01-17T21:40:51Z,UCzqwdY9nr_qsXOvltsm8FIw,terraco1234,Counter Strike Source,in the office,104,7,0,0,1
pi4zjpgc9LQ,2008-01-13T07:57:32Z,UCTkZIt8EtMqVfneSB73E09A,UND3RL1FE,Another Counter strike - FROM UNDER,COUNTER STRIKE,103,3,1,0,1
0koZZDlIH6Q,2008-01-06T14:15:47Z,UCPlD93Fz4l7f5HUKwMHNOLA,JustrazerCS,Counter Strike 1.6 Kill,einfach nur !!!!1111einzeinzelf,103,0,0,0,24
gWNY7vkEoIk,2008-01-23T15:09:14Z,UCIZdn2VkhFKqGg9LKdkzung,kokotus93,Counter Strike 1.6,ScAr^[Uk] and stone,96,0,0,0,1
gLnHyhJ5LwU,2008-01-18T20:35:17Z,UC93K6kIKt9WjaTkbMTthTEQ,anas mk,counter- strike Movie bei T3ERRox IR4K3R,Cs 1.6,95,2,0,0,1
48z1RjncRlc,2008-01-21T00:28:46Z,UCHWE7gPXRVjpCTCvjLEa1nA,FakeExp,Counter Strike 1.6 Part 2,#2!!,93,2,0,0,24
2usDyUIKytU,2008-01-18T04:20:41Z,UCAkLsm3AtfsMr2h9b9LYrEg,Owen Farrelly,Counter-strike: wabbit 2 trailer,cs trailer for wabbit:2,94,0,0,0,24
IzwoSnHMSBc,2008-01-10T02:20:47Z,UCFK--Gs5VPpoJimZJ1qA7cg,Anisio marziery,Counter Strike,100 Comentariosss,91,1,0,0,26
W-v1GhFLjmY,2008-01-04T23:09:18Z,UCAc_shSbpS6Uarv5hqbo3kA,Thales Feitosa,Counter strike 1.6,min d counter strike,89,1,0,0,24
zN__NXe97d4,2008-01-26T11:55:43Z,UCIAdk9reZ_0sF5QTgMc87eA,darkomix,Counter Strike 1.6 RSG,"Program- Fraps
używałem CKM",87,1,0,0,1
CjF6nmeYNLQ,2008-05-08T14:18:41Z,UCG5qadeGN2sObcpv4qLoOrA,dav1zord,Counter Strike 1.6 Got Unit | Mr. EquizZz,Counter Strike Videodemo,96,0,0,0,24
sFT749JTBlg,2008-05-10T14:49:45Z,UCoO2oXob1pg6pZUvBqr0FEg,luizcarlosramos156,Dinho no Counter Strike,Assiste ai galera,96,1,0,0,27
TrTX2DIP-Mk,2008-05-03T11:20:38Z,UCmzdH-EZdq0z-yfgNal-0rQ,Speazoors,Counter Strike Source fragmovie1,-.-,93,0,0,0,10
cqsAESazrYw,2008-05-18T10:30:29Z,UCFhaap1RfF_G8WAqDxzxOgg,nijyuusan,Counter Strike Source,AZNE Kira,92,0,0,0,25
e1xdpOM4mJg,2008-05-03T19:14:22Z,UCZQFDX1_IdhEvsVcvscL32A,kohlemann12,Counter Strike Source,Counter Strike Source,91,0,0,0,1
Jq5PMNgWPwI,2008-05-22T13:07:26Z,UC1lbmxIvXM4cyHTifoSZlbQ,avinrulez101,Me at COUNTER STRIKE,YAY COUNTER STRIKE CS,90,1,0,0,28
KTHlxomCGC0,2008-05-24T08:55:34Z,UCFJw2JsQHXjDvNfcCI86MYQ,Pawliiq,Counter Strike 1.6 Movie =),Pidi pidi páápáá pidi pidi póóóó,90,0,0,0,1
dqZ7-KnhNnk,2008-05-27T06:08:58Z,UCA0N0MyT_nOWaqDF_AD9VeA,TeamSpeakMusicServer,Counter strike,Pequeno demonstrativo do jogo e apresentação dos jogadores do Music Server.,88,0,0,0,24
lyBKyWBtUqE,2008-05-25T14:47:10Z,UC2OlFxP2rIwTcYTBgQjDglw,Adnan Hodzic,COUNTER STRIKE 1.6,COUNTER STRIKE 1.6,82,0,0,0,27
nWTygTq4n7I,2008-05-11T14:01:23Z,UCHTLpUR05oToSQd0icOBSug,sgtripper2,Counterstrike source. Game footage,"trance with counterstrike sourch, and halflife 2. soon I will have a might and magic",80,0,0,0,28
yMYtGg5GSTw,2008-05-22T20:54:27Z,UCE8CgRWeUKbQtaedAX86Ndw,o0MrPickle0o,CS:S Counter Strike Source:The Movie 1,Frag movie With great shots and amazing reactions and... no. It's just pointless and silly but hey :D it's all good,78,0,0,0,24
IR845mVXbtY,2008-05-15T07:27:35Z,UCm69W02h6nZP3Qbhijq7hoQ,cr0p7,Counter Strike FreeFrag 4 samll-seT,krotkie robione z nudow a ja lubie wstawiac hahaha (^_^),78,0,0,0,24
yaKPQnUzbkc,2008-05-10T20:30:16Z,UCG0ibPM-6Dw2jnj1Bfr19uQ,kevinjulgran,Auratuz at Counter Strike,"visit #confident

www.gk.clan.pro",77,1,0,0,17
IDSphNV7IUg,2008-05-04T04:46:26Z,UCxBx7t4Tj1FNdqYfVFw8osg,siddemanskit,counter-strike h4x,it's very cool h4x video yes add kurt_even on steam,76,1,1,0,1
0DHSDpSPaIE,2008-05-30T04:23:19Z,UC1d5kO4tJAnHqPrxhHgA9mg,layosxs,Counter Strike-Clan X7r3m3,Videoo do clan no campeonato da Atlantico Net...,75,1,0,0,24
U50RWaQb8Ew,2008-05-01T04:08:56Z,UC_Yp1u_2-LwnmiwB75KdCbQ,bum54912,counter strike source,this is a video of me messin around recording with fraps,75,0,0,0,24
Hd7RF9Tstrc,2008-05-19T20:19:07Z,UCmMrLvH7r4FjmrUe_-lxLlg,ksddq,Counter Strike Source,"A little CSS Video

edit: the ende (mein fehler ;) )",75,0,1,0,17
_xOXkvNsI_k,2008-05-24T13:12:28Z,UC4GJTwF8EgOtiP8ljjzzEmA,wolbex,Counter-Strike Movie,Nothing special..,73,0,0,0,26
EewJ6EE2h1I,2008-05-11T02:44:50Z,UCnAgYi7GPYmz3CNx11zyg9Q,Hejiande,2008 Counter-Strike,2008 Counter-Strike,73,0,0,0,1
TtwMaUesIB0,2008-05-23T18:55:30Z,UCO0Lkh43BEh5e4MzzttHDnQ,FoETHYuS,Counter Strike Funny,mei pgl,71,0,0,0,23
WbNBURPdpmw,2008-05-24T13:56:18Z,UCJV1Cu-MtSo3VGDDRiM4CIg,starrrQ,Subz3rooo Counter Strike 1.6,subzero zockt cs^^,70,0,0,0,24
wc62c4XVAWM,2008-05-27T16:53:43Z,UC_ftCiaDFtsZeMOd5BzOQWQ,luizsilva999,Counter Strike - (Navalhada Parte I),Counter Strike - (Navalhada Parte I),68,0,0,0,24
LucAajwLc1Y,2008-05-16T00:47:37Z,UC0LYZe_aqMWgC0qxh7N8tNw,jpanjo5,jpanjo5 Counter Strike movie,Cs movie br...good!,68,0,1,0,24
HITBt7SksqM,2008-05-01T03:17:39Z,UCVOYdbsYYd2KadG3sHcYGlA,gianfrancovmo,Counter Strike 1.6,by: me,66,0,0,0,1
1V2aCdwnuwc,2008-05-11T05:37:58Z,UCm69W02h6nZP3Qbhijq7hoQ,cr0p7,Counter Strike freeFrag 2-seT,kolejny low serw,66,1,0,0,24
Hl1t_9Yn7ng,2008-05-03T17:16:51Z,UCLICm9r7vtpq-x09Blb6v9A,CSMOVI3M4K3R,Counter strike 1 on 1,lol,65,1,0,0,23
JZZvMP5HAXE,2008-05-17T15:47:34Z,UCnejhDKqpaFwhlsoWm-yanA,LucasMurro,Counter strike,"Counter strike...jogando com habilidade...

;D",63,0,1,0,24
K0DIEoZtdC4,2008-05-22T13:20:44Z,UCTVy0mV4en2jCisB8Atc6Vw,caimas,counter strike 1.6,counter strike amv,61,0,0,0,24
JE2aeU7_Xy4,2008-05-14T15:21:20Z,UCJvn5Nf2y8SsC2sqZla9cnQ,Ranapas15,counter strike,cia ant prikolo ;D,61,0,0,0,24
b95Y_EFfBhU,2008-05-19T21:09:26Z,UC_Ddj3rKC0hbQuUCjNt6L2w,Rambow117,Counter strike Source frags,"This is my CSS Frags, vs some noob clan  Enjoy",60,0,0,0,1
xBn2viKyNUI,2008-05-04T14:11:07Z,UCU3GjnqVFnzPMwIjw16puyg,khergt,Counter Strike,Counter Strike Jail Bosses,59,0,1,0,22
c4WiMW_yBnU,2008-05-03T17:00:07Z,UCcCfQ_OQXpjT0a0I1wd7UDA,Klimes158,Counter Strike,HL CS1.6,57,0,0,0,1
OVd1LOcJbWw,2008-05-28T19:28:49Z,UC_KoAoLZI6w-QOgtzerfo2Q,clutts7,Counter Strike Source Funny,I blew up sum hostages,56,1,1,0,23
-anaq7hB5Kc,2008-05-23T00:20:52Z,UChFMZFlHbIItZ84C5go5qnA,Daniel Ortiz,counter strike clip lol,funny counter strike and cool song :D,53,1,1,0,24
NulVLtY4It8,2008-05-27T10:02:24Z,UCUxuCYmDRpwZSysEl-SSK1g,fabienO27,Counter-Strike Source,A few clips of myself playing strung together.,52,0,0,0,24
V77-AM8FvLM,2008-05-18T01:02:52Z,UCPRdhC0ddoIjourZRjYnjBA,ganin042,Counter strike,me beastin on 2 guys  watch,51,0,0,0,24
jscz2KG5jn4,2008-05-01T22:50:54Z,UCbMP5ytxBQqSZGjnNM9JDaQ,Victor Amaral,Counter-Strike,...frags sequence,51,0,0,0,17
A-xKZd6bVKw,2008-05-26T10:50:04Z,UCIuYm5BZ7SetxFyJUneSXjQ,uoQBeijin,demo counter strike LeipZip,era lo unico q tenia para subir,49,0,0,0,1
16BGAjop2Sc,2008-05-23T17:19:44Z,UCQr7hOBewYF9YRBnBBcvRcw,dougcs123,Counter-Strike video BY DoUg,espero que gostem do meu video xD,45,0,0,0,1
0gRgnEYHC94,2008-05-02T06:44:45Z,UCDmJ6ci4yb1OrWZpqWOqKrA,TheSkatePwner,Counter Strike De_Dust,Här har ni counter strike igen,45,0,0,0,1
zVprnfTRmWo,2008-05-06T19:08:17Z,UCB8lgk54k86ygJfH_tDMaug,kurteven,counter-strike,nice kidding movie,44,1,1,0,1
bZUd9-BImxY,2008-05-29T15:55:29Z,UC7k9iIc1TRJ46KEsD5a6N_g,yoval625,Antrax Nice Head-Shot,Nice Head-Shot By Antrax,43,0,0,0,27
JLWusMO1x0E,2008-05-17T21:08:41Z,UC39W6ReimKRg0NUxpllaylQ,Guegass,Preview - Counter-Strike : Skills Of Guegas . ;D,Guegas Skills . |m|,43,0,0,0,17
QQ_1QuK-G7o,2008-05-08T14:49:24Z,UCiM5m1nDL453Yq6UKISR43Q,BlanchPEGELE,Counter-Strike,Counter-strike gane,39,0,0,0,28
QJGuHzTkWXQ,2008-05-09T23:12:05Z,UCS5oBDUnCDX4vIoI4F9IJKw,d0ma1n024,counter strike 1.6 headshot,2 headshots 2 bullets,37,0,0,0,1
mZbxOkdgfog,2008-05-21T13:09:43Z,UCZQfjKwd1iZspD8tYngi5YA,yurekc75,counter-strike demo,cooler present,33,0,1,0,24
tq7CVB0_cRM,2008-05-24T12:17:48Z,UCydmv2AmN9cczx2VHX2l_wQ,nokkse,Counter strike 1.5 nokkse-,cs 1.5,33,0,0,0,24
5raojvRhVgA,2008-05-09T23:00:04Z,UCaR2YvuwH2FNtnq2poTg54w,cybernet4,Counter Strike Videos,Counter Strike Videos,31,0,0,0,24
OPLngKD5uO0,2008-05-12T19:38:37Z,UCm28d-vQFhhJbiX5mQRNccg,narutoxpipe,Counter strike full dance :D,:D diviertanse,31,1,0,0,23
tqShOSkJrAI,2008-05-19T01:11:46Z,UCP--gSQ58qpJcM6UeaOZjdg,IgKryptonite,Counter Strike Ig_maps,Kryptonite is always making maps. Here are a few.  visit our server 69.9.45.204:27015,30,0,0,0,24
